Date,Open,High,Low,Close,Adj Close,Volume
2010-10-01,218.654999,228.548996,217.863007,220.464996,192.711014,34713076
2010-10-04,222.789993,226.966003,217.664993,225.391998,197.017761,17769624
2010-10-05,226.559998,226.598999,223.244995,224.462006,196.204849,10861095
2010-10-06,226.362000,227.737000,224.591003,225.322998,196.957458,14441526
2010-10-07,225.580002,227.162994,221.158005,223.343994,195.227585,9498570
2010-10-08,224.472000,225.511002,216.279999,218.248993,190.773987,13647424
2010-10-11,221.227005,229.291000,218.852997,227.876007,199.189056,13036339
2010-10-12,227.727005,230.507996,226.658997,228.865005,200.053558,14779922
2010-10-13,228.865005,233.990005,227.332001,232.772995,203.469589,13505826
2010-10-14,233.100006,236.464005,231.822998,234.139008,204.663620,13352853
2010-10-15,234.287003,235.434998,227.697998,228.755997,199.958267,9338355
2010-10-18,226.570007,233.050003,224.046997,231.309006,202.189911,15690758
2010-10-19,233.496002,235.078995,231.516998,232.337997,203.089340,10234859
2010-10-20,231.496994,232.901993,228.153000,229.072998,200.235382,7828280
2010-10-21,230.526993,233.188995,229.735992,230.942993,201.869965,10193263
2010-10-22,232.190002,232.516006,226.598999,227.332001,198.713547,10673085
2010-10-25,228.608002,235.455002,228.608002,234.613998,205.078842,9469366
2010-10-26,234.643005,237.453003,233.209000,236.414001,206.652222,14224144
2010-10-27,235.473999,237.848999,234.188004,236.671005,206.876877,8511910
2010-10-28,237.453003,239.432007,234.533997,235.988998,206.280716,16175042
2010-10-29,235.988998,236.800003,225.798004,229.339996,200.468765,10778625
2010-11-01,233.416000,234.455002,230.190994,231.634995,202.474838,7876704
2010-11-02,232.546005,232.703995,226.580002,228.399994,199.647095,11642341
2010-11-03,229.923996,235.850006,229.873993,234.593994,205.061340,8046299
2010-11-04,236.444000,245.367996,233.100006,244.190994,213.450195,18715401
2010-11-08,247.347000,253.264008,245.873001,251.156006,219.538391,14387391
2010-11-09,253.470993,256.053986,249.651993,251.285004,219.651138,19715843
2010-11-10,266.342987,266.739014,256.687012,257.735992,225.290024,28740934
2010-11-11,261.001007,261.832001,250.255997,252.481995,220.697464,19481339
2010-11-12,250.315002,255.440002,245.684998,246.604996,215.560287,15998145
2010-11-15,246.753006,248.889999,242.201996,247.781998,216.589127,14427209
2010-11-16,250.315002,250.414001,234.960007,238.550995,208.520203,18540530
2010-11-18,241.014999,244.774994,232.783005,243.537994,212.879395,25559315
2010-11-19,245.367996,246.358002,232.901993,235.276001,205.657471,16342449
2010-11-22,238.639999,244.121994,235.682007,242.934006,212.351440,10901483
2010-11-23,241.014999,243.270996,233.733002,240.123993,209.895187,17503687
2010-11-24,240.639008,249.464005,238.462006,241.182999,210.820862,20702923
2010-11-25,243.488007,247.326996,237.462997,238.600998,208.563904,18600775
2010-11-26,239.828003,240.994995,225.184998,230.813995,201.757187,23512959
2010-11-29,230.705002,236.294998,226.570007,234.682999,205.139145,11346173
2010-11-30,232.516006,246.209000,230.201004,244.369003,213.605789,18689168
2010-12-01,243.389008,257.834015,242.647003,254.619003,222.565430,30293121
2010-12-02,257.002991,262.880005,256.410004,261.227997,228.342438,28966482
2010-12-03,260.407013,266.481995,257.825012,260.149994,227.400116,28659136
2010-12-06,262.187988,273.467010,261.802002,268.687988,234.863297,44883613
2010-12-07,267.154999,267.589996,259.654999,264.246002,230.980530,24262518
2010-12-08,263.572998,266.520996,256.449005,264.384003,231.101135,37380827
2010-12-09,264.571991,265.156006,249.128006,252.065994,220.333832,27527775
2010-12-10,250.710999,250.908997,239.828003,246.871994,215.793671,22295767
2010-12-13,248.533997,256.014008,247.979996,252.729004,220.913361,16594175
2010-12-14,254.667999,260.209015,250.968002,258.417999,225.886169,19158776
2010-12-15,257.795013,264.166992,255.281998,261.772003,228.817963,18236064
2010-12-16,261.001007,270.776001,255.509003,266.540985,232.986557,19317192
2010-12-20,263.572998,269.885010,261.692993,267.333008,233.678894,14196880
2010-12-21,267.333008,269.885010,263.730988,267.135010,233.505829,10812054
2010-12-22,268.342010,271.368988,266.540985,270.132996,236.126389,12828124
2010-12-23,269.311005,271.983002,264.325012,267.678986,233.981323,10304407
2010-12-24,265.552002,266.937012,257.656006,258.458008,225.921158,16127932
2010-12-27,258.032013,261.376007,255.826004,257.458008,225.047043,8742583
2010-12-28,258.329010,258.665985,249.968994,251.087006,219.478058,18243574
2010-12-29,251.304993,253.264008,247.742996,252.065994,220.333832,15456785
2010-12-30,252.095993,258.230011,251.938004,257.270996,224.883575,14592933
2010-12-31,258.428009,260.386993,256.449005,258.893005,226.301376,8846132
2011-01-03,262.721985,264.166992,257.477997,258.912994,226.318848,8480699
2011-01-04,259.990997,261.316986,254.283005,256.924011,224.580276,11792059
2011-01-05,257.240997,259.200012,252.492004,253.837006,221.881882,7965284
2011-01-06,255.104004,257.419006,247.020004,249.524002,218.111832,11030563
2011-01-07,249.326004,249.988998,229.537994,235.514008,205.865524,21823222
2011-01-10,235.671997,238.817993,229.022995,232.843002,203.530762,24076605
2011-01-11,234.266998,237.235001,225.688995,229.151993,200.304428,21430560
2011-01-12,233.496002,242.024002,232.703995,241.014999,210.674026,24175520
2011-01-13,241.608994,246.742996,239.828003,244.714996,213.908234,28974199
2011-01-14,242.399994,242.399994,231.912994,233.970001,204.515915,17378777
2011-01-17,234.970001,235.078995,228.647995,233.268005,203.902283,12138597
2011-01-18,234.485001,239.154999,233.891006,237.363998,207.482635,14289937
2011-01-19,238.996994,239.016006,234.149002,236.018005,206.306076,12275924
2011-01-20,234.464996,237.848999,229.962997,236.404007,206.643494,11811865
2011-01-21,235.473999,238.244995,231.981995,234.960007,205.381256,10804575
2011-01-24,234.960007,237.018005,232.526001,235.138000,205.536865,6420389
2011-01-25,237.216003,237.216003,229.518005,230.725006,201.679413,12718971
2011-01-27,233.880997,237.354004,231.714996,236.632004,206.842804,21052973
2011-01-28,235.078995,235.455002,222.018997,227.619003,198.964417,15697247
2011-01-31,220.632996,229.339996,220.059998,226.975006,198.401505,12785820
2011-02-01,227.845993,227.845993,210.343994,211.541000,184.910461,25801333
2011-02-02,215.151993,223.384003,213.173004,220.485001,192.728500,22464912
2011-02-03,217.626007,230.427994,216.477997,228.904999,200.088516,14176337
2011-02-04,227.608994,235.464005,225.580002,227.727005,199.058823,24900736
2011-02-07,225.798004,229.507996,219.802002,226.837006,198.280869,17675020
2011-02-08,227.559006,229.102997,218.505997,220.089005,192.382355,15107438
2011-02-09,217.664993,221.188004,208.266006,212.440994,185.697144,24693876
2011-02-10,212.916000,221.009003,212.440994,218.160004,190.696198,15376154
2011-02-11,219.326996,231.516998,217.417999,226.115005,197.649765,18418788
2011-02-14,236.167007,241.766998,235.839996,239.283005,209.160049,22358250
2011-02-15,240.203995,246.931000,237.819000,244.843994,214.020981,20341477
2011-02-16,244.181000,246.298004,240.886002,245.061005,214.210663,8898447
2011-02-17,243.774994,248.227997,242.440002,247.070007,215.966766,8783062
2011-02-18,247.149002,248.910004,237.671005,238.550995,208.520203,13037719
2011-02-21,238.442001,239.175003,224.669998,229.884003,200.944275,22259967
2011-02-22,227.559006,228.350998,222.156998,224.957001,196.637543,12652637
2011-02-23,224.591003,230.132004,223.621002,226.352005,197.856918,10373475
2011-02-24,225.382996,225.955994,205.526001,208.641998,182.376404,27479492
2011-02-25,214.104004,222.612000,212.233994,219.783005,192.114883,23675008
2011-02-28,220.632996,222.889008,208.761002,214.251999,187.280167,32936018
2011-03-01,217.466995,226.768005,217.100998,225.947006,197.502899,16617058
2011-03-03,225.145004,234.425995,221.623001,232.802994,203.495789,24321630
2011-03-04,236.205994,236.365005,230.705002,232.654999,203.366440,16747432
2011-03-07,228.548996,228.548996,221.820999,223.195999,195.098206,15032882
2011-03-08,222.809998,230.507996,222.612000,229.962997,201.013336,11187863
2011-03-09,231.774002,232.802994,228.153000,230.190994,201.212631,8613938
2011-03-10,230.744995,232.485992,227.757004,230.526993,201.506332,9448044
2011-03-11,228.746002,231.912994,223.996994,230.052002,201.091125,10636264
2011-03-14,228.548996,233.436005,225.619995,232.664001,203.374313,7874602
2011-03-15,225.639999,229.528000,223.335007,225.996002,197.545731,9013857
2011-03-16,227.955002,232.386993,226.945999,230.824005,201.765945,9036527
2011-03-17,227.162994,230.013000,224.106003,225.570999,197.174240,9032722
2011-03-18,228.153000,228.153000,220.238007,221.117996,193.281815,12633716
2011-03-21,223.423996,224.274002,220.673004,221.860001,193.930420,9665340
2011-03-22,223.621002,226.313004,223.621002,224.809006,196.508179,10590215
2011-03-23,223.908005,226.509995,222.820007,224.966995,196.646271,8258485
2011-03-24,226.787003,229.914001,226.608994,229.003998,200.175064,5973436
2011-03-25,231.695007,235.850006,229.794998,234.257004,204.766785,8578911
2011-03-28,235.869995,242.973999,235.356003,242.201996,211.711563,10631114
2011-03-29,243.666000,246.554993,239.927002,245.259003,214.383759,10904319
2011-03-30,245.664993,249.067993,245.091003,247.149002,216.035828,8188538
2011-03-31,248.317001,249.503998,241.608994,247.020004,215.923065,12968560
2011-04-01,245.565994,247.326996,244.250000,245.723999,214.790207,6426353
2011-04-04,245.367996,248.929993,244.774994,248.177994,216.935287,6545194
2011-04-05,249.029007,254.253006,246.169998,253.352997,221.458817,9861795
2011-04-06,254.738007,257.972992,252.957001,256.984009,224.632721,12918994
2011-04-07,255.212997,257.636993,252.591003,255.440002,223.283081,7981152
2011-04-08,254.074997,254.807007,246.574997,248.000000,216.779678,6889311
2011-04-11,244.972000,247.326996,239.580002,241.322006,210.942383,6465806
2011-04-13,239.391998,247.871002,238.423004,247.119003,216.009583,10990761
2011-04-15,247.149002,251.106995,243.093002,244.546997,213.761368,7786714
2011-04-18,244.863998,249.880005,237.651001,238.610992,208.572647,8936854
2011-04-19,237.235001,240.212997,235.147995,237.710007,207.785080,8257849
2011-04-20,240.362000,248.445007,240.242996,247.692993,216.511307,9279930
2011-04-21,248.296997,248.929993,243.983002,246.110001,215.127625,6037870
2011-04-25,244.606003,248.731995,244.606003,245.873001,214.920441,3600964
2011-04-26,245.565994,250.710999,242.300995,249.582993,218.163406,5786750
2011-04-27,249.128006,251.858994,246.574997,247.248001,216.122360,6580069
2011-04-28,248.138000,248.979004,243.003998,243.845001,213.147736,6905432
2011-04-29,243.192001,256.578003,240.223007,244.744995,213.934448,6356607
2011-05-02,245.664993,246.160004,241.162994,242.468994,211.944977,5867512
2011-05-03,241.815994,242.766006,227.162994,230.151001,201.177673,10442427
2011-05-04,230.132004,232.684006,225.421997,229.399002,200.520340,8152829
2011-05-05,229.537994,232.466995,223.800003,225.016006,196.689102,5394326
2011-05-06,227.520004,239.035995,226.757996,237.442993,207.551682,11239677
2011-05-09,237.255005,237.927994,231.298996,232.871994,203.556122,6402004
2011-05-10,232.703995,238.136002,231.714996,234.731995,205.181961,7554666
2011-05-11,234.682999,240.421005,233.742996,239.757996,209.575256,8956174
2011-05-12,237.037994,241.410995,234.000000,234.880997,205.312241,9508238
2011-05-13,236.186996,244.220001,234.910004,239.639999,209.472122,10128121
2011-05-16,237.453003,241.371002,234.505005,240.570007,210.285034,12026138
2011-05-17,239.630005,241.014999,233.218994,235.276001,205.657471,7890571
2011-05-18,235.128006,235.266998,226.125000,227.391006,198.765121,12912545
2011-05-19,228.369995,230.675995,225.985992,227.727005,199.058823,10150009
2011-05-20,227.796997,233.871002,227.796997,231.250000,202.138321,7206967
2011-05-23,228.350998,228.350998,222.235992,223.492996,195.357834,9471877
2011-05-24,223.423996,225.966003,220.029999,221.988998,194.043167,10603820
2011-05-25,221.722000,225.966003,221.643005,224.354004,196.110458,9051142
2011-05-26,225.817993,231.259995,225.649994,230.013000,201.057053,14230926
2011-05-27,232.505997,232.505997,214.104004,215.459000,188.335220,36507474
2011-05-30,216.666000,218.001999,212.292999,213.182999,186.345749,14337441
2011-05-31,213.934998,217.684998,212.856995,216.735001,189.450607,21812058
2011-06-01,216.873993,217.072006,212.837006,213.688004,186.787186,12190917
2011-06-02,211.729004,211.729004,206.227997,207.414993,181.303864,13160850
2011-06-03,207.376007,209.354004,200.697006,202.587006,177.083664,18193523
2011-06-06,200.153000,204.169998,199.906006,202.567001,177.066177,10494788
2011-06-07,201.240997,204.565994,200.973999,203.259995,177.671921,10702375
2011-06-08,202.408997,206.514999,202.033005,203.526993,177.905319,10460792
2011-06-09,203.615997,204.001999,198.550003,202.063004,176.625626,15309118
2011-06-10,202.507996,202.695999,200.054001,201.755997,176.357285,10366693
2011-06-13,201.044006,201.587997,198.688995,199.916000,174.748886,9117446
2011-06-14,199.559998,199.837006,194.147995,194.712006,170.200027,18158006
2011-06-15,194.712006,197.501999,192.772003,196.720001,171.955261,17065452
2011-06-16,195.404007,197.679993,193.949997,194.641998,170.138840,8892140
2011-06-17,196.285004,196.412994,193.167999,194.108002,169.672058,7010421
2011-06-20,194.216995,194.701996,183.145996,184.223999,161.032333,12139966
2011-06-21,185.608994,187.934006,184.026001,185.253006,161.931808,15616490
2011-06-22,186.994003,187.102997,183.501999,185.194000,161.880234,10873971
2011-06-23,185.016006,188.369995,183.283997,186.994003,163.453644,14139804
2011-06-24,187.636993,192.416000,187.636993,191.238998,167.164230,12766323
2011-06-27,189.369003,194.791000,188.033005,193.475006,169.118759,10943666
2011-06-28,194.712006,195.998001,191.505997,194.850006,170.320663,8802408
2011-06-29,196.076996,200.399994,195.572006,197.313995,172.474472,15611249
2011-06-30,197.481995,198.649002,194.186996,196.729996,171.963959,12195991
2011-07-01,199.856003,199.856003,195.106995,196.828995,172.050507,9831675
2011-07-04,199.658005,202.794998,198.570007,200.182999,174.982300,10758486
2011-07-05,201.835007,203.496994,199.658005,201.033997,175.726166,11706178
2011-07-06,201.656998,205.386993,200.162994,204.901993,179.107208,12015445
2011-07-07,204.427002,209.384003,203.220001,208.850006,182.558212,13654838
2011-07-08,209.156998,212.580002,206.979996,208.563004,182.307358,9533476
2011-07-11,208.563004,210.343994,206.940002,208.335007,182.108047,5947491
2011-07-12,205.001007,206.287003,198.867004,202.804993,177.274200,10584333
2011-07-13,203.417999,207.475006,202.824005,206.921005,180.872070,7318116
2011-07-14,205.792999,214.005005,204.873001,211.352997,184.746124,11520113
2011-07-15,210.046997,210.145996,203.675003,204.417007,178.683304,8878692
2011-07-18,204.802994,207.069000,200.251999,200.806000,175.526855,8426640
2011-07-19,198.074997,198.302994,193.524002,194.701996,189.017136,15781461
2011-07-20,195.899002,197.016998,190.774002,191.714005,186.116379,9583775
2011-07-21,192.514999,194.899994,190.507004,193.326004,187.681320,6784342
2011-07-22,195.304993,198.867004,193.998993,197.274002,191.514038,10848729
2011-07-25,196.690002,200.231995,195.324997,199.143997,193.329437,6866089
2011-07-26,199.440994,200.470001,191.080002,192.544998,186.923111,9788932
2011-07-27,192.931000,193.494995,187.647003,189.507004,183.973816,8775628
2011-07-28,188.360001,191.149994,187.082993,188.121994,182.629257,8238114
2011-07-29,187.766006,189.151001,186.005005,187.608002,182.130264,6880179
2011-08-01,188.973007,191.337997,188.112000,190.259003,184.703857,5798914
2011-08-02,188.983002,190.535995,187.983994,189.250000,183.724319,8020515
2011-08-03,186.994003,186.994003,182.304993,183.660004,178.297531,9026071
2011-08-04,182.582001,183.748993,180.138000,180.850006,175.569580,18964954
2011-08-05,173.934006,176.507004,172.153000,176.031998,170.892258,12329190
2011-08-08,172.360992,172.548996,163.001999,163.783005,159.000916,15712514
2011-08-09,156.917007,162.457001,155.145996,157.125000,152.537323,25192785
2011-08-10,163.149994,168.076996,161.468002,167.048004,162.170578,15591080
2011-08-11,164.039993,170.757996,161.666000,167.998001,163.092834,19839718
2011-08-12,168.384003,168.384003,156.936996,158.302002,153.679947,26623266
2011-08-16,160.695999,162.240005,157.322998,158.608994,153.977966,11608592
2011-08-17,158.104004,158.332001,152.781006,154.117004,149.617111,12842158
2011-08-18,155.669998,155.789001,147.992996,148.813995,144.468948,12730059
2011-08-19,145.884995,146.389999,138.940002,140.957993,136.842346,28247801
2011-08-22,141.572006,146.845001,138.514008,145.835999,141.577927,22426448
2011-08-23,145.440002,147.794998,141.481995,143.975998,139.772232,18259149
2011-08-24,143.856995,145.796005,137.535004,138.662994,134.614334,18160078
2011-08-25,140.701004,142.828003,139.542999,141.334000,137.207367,17495480
2011-08-26,141.501999,144.916000,137.248001,138.216995,134.181381,15389329
2011-08-29,140.889008,145.716995,140.492996,144.578995,140.357605,17960126
2011-08-30,147.518005,148.091995,143.826996,146.884995,142.596283,16232189
2011-09-02,149.990997,151.039993,146.824997,149.348007,144.987381,19816233
2011-09-05,148.011993,150.188995,146.686996,149.041000,144.689331,10451048
2011-09-06,148.052002,153.078003,148.052002,151.535004,147.110519,19074648
2011-09-07,152.613007,154.473007,149.229004,152.188004,147.744446,14902265
2011-09-08,153.186996,156.917007,152.167999,156.451996,151.883942,13366124
2011-09-09,156.600006,156.600006,150.485992,151.356995,146.937698,10160626
2011-09-12,144.401001,147.617004,141.977005,144.796997,140.569244,11310877
2011-09-13,145.737000,146.626999,136.089996,138.119003,134.086227,16215982
2011-09-14,139.503998,142.126007,138.514008,140.988007,136.871475,11644243
2011-09-15,141.481995,150.783005,140.048004,149.595001,145.227158,13412006
2011-09-16,152.216995,161.764999,150.783005,160.132004,155.456497,33598796
2011-09-19,158.302002,162.951996,156.125000,159.983994,155.312820,16555452
2011-09-20,159.737000,165.029999,159.737000,164.436005,159.634842,14652145
2011-09-21,163.248993,165.128998,161.764999,163.100998,158.338806,11410808
2011-09-22,158.994995,159.835999,151.970001,153.009003,148.541489,11588732
2011-09-23,148.903000,150.188995,144.451004,145.292007,141.049805,21565164
2011-09-26,145.934998,146.923996,140.740005,145.192993,140.953690,9238604
2011-09-27,149.744003,155.334000,149.001999,154.097000,149.597702,11703282
2011-09-28,155.235001,158.005005,151.574005,154.393997,149.886032,13007360
2011-09-29,151.871002,161.121994,149.595001,159.192993,154.544907,20271767
2011-09-30,158.598999,161.171005,153.602005,154.393997,149.886032,12077181
2011-10-03,152.365997,155.729996,150.733002,151.970001,147.532822,7956053
2011-10-04,150.585007,150.981003,143.214005,145.143005,140.905167,17778525
2011-10-05,146.626999,150.238998,145.093994,145.835999,141.577927,8976242
2011-10-07,151.425995,158.647995,151.425995,157.460999,152.863495,15888950
2011-10-10,157.313004,170.619995,157.214005,168.938004,164.005402,20441091
2011-10-11,170.867004,176.061996,169.531998,174.873993,169.768066,23070738
2011-10-12,174.132004,187.983994,168.839005,178.832001,173.610504,27429985
2011-10-13,181.453995,184.223999,172.895996,173.983994,168.904053,18865686
2011-10-14,172.153000,179.326996,171.906006,178.139008,172.937729,15041251
2011-10-17,181.057999,189.171005,181.057999,186.104004,180.670181,24399749
2011-10-18,182.244995,182.690002,175.912994,179.326996,174.091049,15186937
2011-10-19,181.947998,186.251999,181.947998,184.966003,179.565399,12285365
2011-10-20,180.514008,182.542007,178.832001,181.156998,175.867615,13764844
2011-10-21,182.839005,183.630005,175.270004,176.259003,171.112640,12452690
